SBD BB KHTN KHXH
BD1214289 12.15 0 16.75 
BD1214290 14.7 0 19.5 
BD1214291 10.6 0 19 
BD1214292 12.1 10.5 17.5 
BD1214293 20.6 0 19.5 
BD1214294 17.6 0 19.25 
BD1214295 15.25 14.75 0 
BD1214296 17.85 17.75 0 
BD1214297 19.6 19 0 
BD1214298 16.2 12.75 0 
BD1214299 12.35 6.75 15 
BD1214300 18.6 0 17.75 
BD1214301 17.15 0 22.25 
BD1214302 22.15 0 25 
BD1214303 13.75 0 16.5 
BD1214304 15.35 15 0 
BD1214305 20.9 21.5 0 
BD1214306 14.7 12.5 0 
BD1214307 19.4 19.75 0 
BD1214308 18.6 0 22 
BD1214309 12.35 0 19 
BD1214310 16.7 13.75 0 
BD1214311 19.35 0 24.5 
BD1214312 12.65 12 0 
BD1214313 11.25 8.25 10 
BD1214314 14.35 7 20 
BD1214315 16.4 15 0 
BD1214316 12.35 0 13.25 
BD1214317 10.5 0 14.25 
BD1214318 20.7 16.75 0 
BD1214319 16.75 0 20.5 
BD1214320 16.25 0 18 
BD1214321 15.85 0 19.75 
BD1214322 17.85 13.25 0 
BD1214323 20.9 21.25 0 
BD1214324 12.2 0 19.25 
BD1214325 17.6 0 19 
BD1214326 9.65 0 11.75 
BD1214327 19.8 19 0 
BD1214328 12.05 0 16.25 
BD1214329 20.7 0 23.25 
BD1214330 13.3 0 21.25 
BD1214331 10.35 0 14.5 
BD1214332 16.9 13.25 15.75 
BD1214333 15.35 9 19.5 
BD1214334 14 0 14.5 
BD1214335 7.25 0 5.75 
BD1214336 15.3 0 14.5 
BD1214337 20.65 0 17.75 
BD1214338 20.25 19.75 0 
BD1214339 19.8 17 0 
BD1214340 23.6 18 0 
BD1214341 12.8 11 17.75 
BD1214342 12.5 13 0 
BD1214343 18.05 0 17.5 
BD1214344 23.05 17.25 0 
BD1214345 19.1 18 0 
BD1214346 13.6 20.25 0 
BD1214347 13.4 0 17.25 
BD1214348 12.75 7.75 16.75 
BD1214349 20.85 16.75 0 
BD1214350 13.75 9.75 0 
BD1214351 13.75 13 0 
BD1214352 13.65 0 16.25 
BD1214353 15.1 11.25 16 
BD1214354 13.6 0 17.25 
BD1214355 20.6 19.75 0 
BD1214356 14.8 0 21 
BD1214357 21.35 19 0 
BD1214358 11 0 17.75 
BD1214359 17.05 0 19 
BD1214360 13.85 0 18 
BD1214361 14.95 0 18.5 
BD1214362 17.6 15.75 0 
BD1214363 18.6 12.25 17.75 
BD1214364 16.15 14 0 
BD1214365 17.75 17.25 18.75 
BD1214366 19.6 0 21 
BD1214367 19.4 0 17.75 
BD1214368 15.7 10.5 16.75 
BD1214369 11.95 0 18.75 
BD1214370 17.95 15 16.75 
BD1214371 13.7 12.75 0 
BD1214372 14.8 16.5 0 
BD1214373 14.7 0 16.75 
BD1214374 19.05 0 20.25 
BD1214375 15.7 16 0 
BD1214376 16.25 12 0 
BD1214377 20.85 17.25 0 
BD1214378 12.65 0 15 
BD1214379 11 10 15 
BD1214380 15.9 15.5 0 
BD1214381 18.55 0 18.75 
BD1214382 15.3 0 17.75 
BD1214383 20.95 15 0 
BD1214384 16 13.75 0 
BD1214385 16.2 0 17.25 
BD1214386 18.5 0 20.75 
BD1214387 15.05 11.5 0 
BD1214388 10.2 9.5 14.25 
BD1214389 16.8 10 22 
BD1214390 15.9 16 0 
BD1214391 19.95 12.75 0 
BD1214392 16.45 0 20.75 
BD1214393 16.1 13.75 0 
BD1214394 15.3 0 20.25 
BD1214395 14.95 0 17.25 
BD1214396 11.45 0 15.75 
BD1214397 11.45 0 16 
BD1214398 15.65 0 17.25 
BD1214399 16.65 15 0 
BD1214400 14.4 0 17 
BD1214401 10.75 0 15 
BD1214402 16.5 16.75 0 
BD1214403 8.85 0 16.75 
BD1214404 15.5 0 17.75 
BD1214405 13.65 0 17.75 
BD1214406 21.75 18.5 0 
BD1214407 3 0 5.75 
BD1214408 14 8.25 16.25 
BD1214409 21.7 16 17.5 
BD1214410 17.05 10.75 0 
BD1214411 17.5 16 0 
BD1214412 16.05 0 18.75 
BD1214413 12.9 0 13.75 
BD1214414 13.5 0 18.75 
BD1214415 20.65 19.25 17.25 
BD1214416 16.1 0 18.5 
BD1214417 14.3 0 19.25 
BD1214418 14.45 15 0 
BD1214419 14.5 14.25 0 
BD1214420 8.8 0 10.75 
BD1214421 14.75 0 16.25 
BD1214422 19.85 15.25 0 
BD1214423 17.25 17.75 0 
BD1214424 20.15 16.25 17.75 
BD1214425 15.5 14 0 
BD1214426 19.35 19 0 
BD1214427 16.95 0 17.75 
BD1214428 11.65 9 16.75 
BD1214429 21.95 19.5 0 
BD1214430 16.4 0 13 
BD1214431 13.9 0 18 
BD1214432 15.95 12.25 0 
BD1214433 8.8 0 15 
BD1214434 13.15 0 19.5 
BD1214435 18.5 0 20 
BD1214436 16.45 0 18.75 
BD1214438 13.85 0 19.5 
BD1214439 15 9.25 16 
BD1214440 15.85 16.25 0 
BD1214441 17.5 0 19.75 
BD1214442 17.6 13.75 0 
BD1214443 10.25 0 13.75 
BD1214444 16.05 0 19.25 
BD1214445 16 17.75 0 
BD1214446 18.45 22.75 0 
BD1214447 12.35 0 23 
BD1214448 11.25 0 16.25 
BD1214449 11.95 0 17.5 
BD1214450 15.8 14.5 15.25 
BD1214451 15.35 16.25 0 
BD1214452 21.05 0 17.75 
BD1214453 16.3 11.5 13.75 
BD1214454 20.65 21 0 
BD1214455 18.5 14.25 0 
BD1214456 17.8 0 17.5 
BD1214457 16.5 16.25 18.25 
BD1214458 11.8 0 14 
BD1214459 4.7 0 8.25 
BD1214460 7.75 9.25 11.5 
BD1214461 10.7 0 15.5 
BD1214462 14.25 14.25 0 
BD1214463 17.4 0 22.25 
BD1214464 16.85 14.75 0 
BD1214465 16.5 0 20.75 
BD1214466 18.5 19.5 0 
BD1214467 13.6 0 18.25 
BD1214468 16.75 15.25 0 
BD1214469 20.9 17 0 
BD1214470 12.05 0 15.25 
BD1214471 13.5 13 0 
BD1214472 14.5 0 19.75 
BD1214473 20.5 14.75 0 
BD1214474 12.4 9 17 
BD1214475 10.95 0 13.75 
BD1214476 14.85 13.5 0 
BD1214477 17.75 14.75 0 
BD1214478 21.75 20 0 
BD1214479 24.2 16.5 0 
BD1214480 18.3 15.75 0 
BD1214481 13.35 0 17 
BD1214482 20 16.75 0 
BD1214483 14.4 0 16.25 
BD1214484 2 5.25 0 
BD1214485 19.1 0 23 
BD1214486 8.95 0 17.75 
BD1214487 20.7 15 0 
BD1214488 21.8 0 17.5 
BD1214489 9.75 0 14.25 
BD1214490 15.5 17.75 0 
BD1214491 15.4 0 18.5 
BD1214492 18.8 17.75 0 
BD1214493 18.15 17.25 0 
BD1214494 13.9 0 22 
BD1214495 16.05 0 20 
BD1214496 15.4 0 22.75 
BD1214497 14.2 14.5 0 
BD1214498 16.6 18 0 
BD1214499 16.55 0 21 
BD1214500 23.85 16.5 17 
BD1214501 11.65 9 0 
BD1214502 19.55 17 0 
BD1214503 17.45 0 18.75 
BD1214504 12.3 0 13.25 
BD1214505 16.15 0 21 
BD1214506 14.95 15.75 0 
BD1214507 14.9 0 19.75 
BD1214508 19.6 18 0 
BD1214509 12.2 12.25 15.25 
BD1214510 14.75 0 13.5 
BD1214511 15.15 13.5 19 
BD1214512 15.55 0 14.75 
BD1214513 9.75 0 6.5 
BD1214514 17.75 0 20 
BD1214515 18.8 15 0 
BD1214516 13.5 8.5 17.25 
BD1214517 16.15 0 19.75 
BD1214518 15.35 8.75 19.25 
BD1214519 15.35 16 0 
BD1214520 15.15 11.5 18.5 
BD1214521 10.65 9.5 15 
BD1214522 13.35 8.75 15.75 
BD1214523 18 15.5 17.75 
BD1214524 14.3 0 18.75 
BD1214525 14.9 12.75 0 
BD1214526 8 13 0 
BD1214527 21.35 18.75 0 
BD1214528 10.6 0 14.5 
BD1214529 19.65 0 23.25 
BD1214530 18.55 21.25 0 
BD1214531 16.9 14.5 0 
BD1214532 20.6 17 0 
BD1214533 14.1 0 16.5 
BD1214534 21.2 0 13.5 
BD1214535 22.95 18.25 0 
BD1214536 11.25 11 17 
BD1214537 11.35 0 16 
BD1214538 21.8 0 21.5 
BD1214539 10.2 0 12.5 
BD1214540 16.6 0 17 
BD1214541 15.25 0 18.25 
BD1214542 12.9 10.5 15.5 
BD1214543 15.7 0 19.5 
BD1214544 14.95 15.5 0 
BD1214545 19.25 21.75 0 
BD1214546 15.1 0 17 
BD1214547 11.2 7.5 12.5 
BD1214548 19.2 17.75 0 
BD1214549 18.6 18.75 0 
BD1214550 8.6 0 7.5 
BD1214551 22.75 13.5 0 
BD1214552 19.2 19 0 
BD1214553 14.1 9.5 18.75 
BD1214554 20.3 18.5 0 
BD1214555 17.7 0 22.5 
BD1214556 21.2 21.75 0 
BD1214557 19.95 12.5 0 
BD1214558 13.35 7.75 16 
BD1214559 16.2 0 20.5 
BD1214560 15.5 15.25 0 
BD1214561 3 6 0 
BD1214562 15.95 0 17.25 
BD1214563 14.7 9.75 22 
BD1214564 14.3 11.75 0 
BD1214565 17.75 9 16.75 
BD1214566 21.35 22.25 0 
BD1214567 7.85 0 11 
BD1214568 19.9 0 22.75 
BD1214569 7.4 0 14.25 
BD1214570 14.45 10 18.25 
BD1214571 16.6 0 19 
BD1214572 11.7 12.5 0 
BD1214573 16.7 0 19.75 
BD1214574 19.9 17.75 0 
BD1214575 14.65 17.75 0 
BD1214576 10 0 14 
BD1214577 20.25 17 0 
BD1214578 9.55 0 11 
BD1214579 15.7 0 16.5 
BD1214580 17.2 0 16 
BD1214581 11 0 15.75 
BD1214582 13.35 0 19 
BD1214583 16.8 17.75 0 
BD1214584 15.05 0 19.5 
BD1214585 18.7 20 0 
BD1214586 13.9 0 10.75 
BD1214587 9.2 7.5 0 
BD1214588 15.5 0 20.5 
BD1214589 11.65 0 16.75 
BD1214590 12.55 0 16.5 
BD1214591 15.8 0 21.75 
BD1214592 14 0 12.25 
BD1214593 14.65 0 19.5 
BD1214594 13.4 0 16 
BD1214595 13.8 0 17 
BD1214596 14.8 18.5 0 
BD1214597 9.3 0 13.25 
BD1214598 11.6 0 19.75 
BD1214599 19.65 16 0 
BD1214600 16.1 16 10.75 
BD1214601 14.15 0 19.5 
BD1214602 10.5 0 15.75 
BD1214603 12.8 0 14.75 
BD1214604 15.4 13.75 18 
BD1214605 16.55 0 18 
BD1214606 16.25 10.5 16.25 
BD1214607 8.55 0 14 
BD1214608 17.2 15.25 0 
BD1214609 10.3 0 18 
BD1214610 21.5 0 17 
BD1214611 12.7 0 14.25 
BD1214612 16.4 17.5 0 
BD1214613 13.4 0 0 
BD1214614 12.85 0 19.75 
BD1214615 14.35 0 15 
BD1214616 21.05 17.5 0 
BD1214617 14.9 0 22.5 
BD1214618 21.5 17.5 0 
BD1214619 13.45 6.5 14 
BD1214620 21.1 16.75 0 
BD1214621 18.5 17.75 0 
BD1214622 11.5 0 20 
BD1214623 13 11.75 0 
BD1214624 19.7 20.25 0 
BD1214625 12 0 15.5 
BD1214626 20.7 16.25 0 
BD1214627 9.05 0 9.75 
BD1214628 21 20 0 
BD1214629 13.4 0 12.5 
BD1214630 10.55 0 13.25 
BD1214631 14.15 0 19.5 
BD1214632 14.95 0 16 
BD1214633 7.3 0 15 
BD1214634 23.2 0 19.25 
BD1214635 17.65 20.5 0 
BD1214636 16.4 0 19.75 
BD1214637 13.15 0 17.5 
BD1214638 13.65 13.25 0 
BD1214639 9.15 7 10.25 
BD1214640 12.9 0 19.25 
BD1214641 14.1 0 18.5 
BD1214642 13.85 0 21.25 
BD1214643 19.05 0 18.75 
BD1214644 17.1 0 17.5 
BD1214645 10.55 0 16.75 
BD1214646 18.5 17.5 0 
BD1214647 18.75 21.25 0 
BD1214648 21.2 17.5 0 
BD1214649 18.65 19.5 0 
BD1214650 8.8 0 15.25 
BD1214651 14.75 13.75 16.5 
BD1214652 15.5 12.25 17 
BD1214653 24.5 16 0 
BD1214654 18.35 18.75 0 
BD1214655 17.75 16.25 13.75 
BD1214656 13.65 0 20.75 
BD1214657 15.85 14.75 0 
BD1214658 10.7 9.25 15.75 
BD1214659 6 8.25 0 
BD1214660 20 0 18.5 
BD1214661 8.8 0 13.5 
BD1214662 17.5 13.5 0 
BD1214663 12.15 0 13.75 
BD1214664 15.8 15.75 22 
BD1214665 22.7 0 25.25 
BD1214666 22.8 22.5 0 
BD1214667 18.4 0 20.5 
BD1214668 16.7 11.25 0 
BD1214669 10.75 0 12.75 
BD1214670 9.8 0 14.75 
BD1214671 20.25 17 0 
BD1214672 20 17 0 
BD1214673 21.15 18.75 0 
BD1214674 14.7 0 13.75 
BD1214675 24.35 0 17.25 
BD1214676 21.3 0 22.25 
BD1214677 13.55 0 20.5 
BD1214678 15.5 17.5 0 
BD1214679 16.2 0 17 
BD1214680 16.9 0 18 
BD1214681 15.8 13.25 0 
BD1214682 17.3 17.5 0 
BD1214683 22.45 0 0 
BD1214684 17.6 15 17.75 
BD1214685 11.35 0 13.75 
BD1214686 13.85 0 19.5 
BD1214687 14.25 8.75 16.25 
BD1214688 15.05 14.25 0 
BD1214689 18.2 0 21.25 
BD1214690 14.9 0 20.75 
BD1214691 16.45 14.75 0 
BD1214692 17.2 15.25 0 
BD1214693 16.6 19.25 0 
BD1214694 16.9 16 0 
BD1214695 10.75 0 14.75 
BD1214696 13.9 8.25 16 
BD1214697 21.95 17.75 0 
BD1214698 15.55 0 12.5 
BD1214699 11.35 0 18.25 
BD1214700 7.1 0 13.25 
BD1214701 16.85 0 21.5 
BD1214702 14.25 0 15.25 
BD1214703 20.1 13 0 
BD1214704 10.6 0 19.25 
BD1214705 19.15 20.5 0 
BD1214706 14.6 0 14.25 
BD1214707 15.3 16 0 
BD1214708 19.65 0 18.75 
BD1214709 13.6 11 0 
BD1214710 17.4 18.25 0 
BD1214711 18 0 22.5 
BD1214712 18 19.5 0 
BD1214713 12.7 0 16 
BD1214714 17.85 14.5 0 
BD1214715 21.3 17.5 17.25 
BD1214716 18.35 14.5 0 
BD1214717 13.6 10.25 20.25 
BD1214718 10.25 10 13 
BD1214719 19.6 0 21.75 
BD1214720 12.9 0 17.75 
BD1214721 12.15 0 16.75 
BD1214722 13.35 0 19 
BD1214723 13.8 0 19 
BD1214724 11.8 8.5 14.25 
BD1214725 14.7 0 18 
BD1214726 9.15 0 14.5 
BD1214727 17.75 14.25 19.75 
BD1214728 12.1 0 15.25 
BD1214729 13.1 0 18.5 
BD1214730 16.8 0 21.25 
BD1214731 12.7 9.5 18.75 
BD1214732 16.1 0 21 
BD1214733 11.5 0 13.25 
BD1214734 18.1 0 20.25 
BD1214735 13.25 0 18 
BD1214736 19.25 21.25 0 
BD1214737 8.45 0 6.25 
BD1214738 20.45 16 20.5 
BD1214739 23.5 18.25 0 
BD1214740 18.2 18 0 
BD1214741 11.3 0 16.5 
BD1214742 10.8 0 20.25 
BD1214743 14.55 13.5 0 
BD1214744 13.1 0 21 
BD1214745 15.1 7.5 16.25 
BD1214746 14.65 0 19.25 
BD1214747 19.6 0 16.25 
BD1214748 15.2 16.75 0 
BD1214749 11.9 0 15.75 
BD1214750 9.9 7.5 14.25 
BD1214751 16.5 16.75 0 
BD1214752 16.85 18.75 0 
BD1214753 14.2 7.25 19.25 
BD1214754 9.9 0 14.5 
BD1214755 10.75 0 15.25 
BD1214756 15.3 0 18.5 
BD1214757 12.5 0 19.75 
BD1214758 18.25 14.25 0 
BD1214759 17.4 16.75 0 
BD1214760 12.3 11.25 0 
BD1214761 16.65 13.25 16.5 
BD1214762 24 22 0 
BD1214763 22.8 0 21.5 
BD1214764 9.1 8.25 8 
BD1214765 16.7 13.25 0 
BD1214766 17.9 18.5 0 
BD1214767 22.8 15.75 0 
BD1214768 15.05 18 0 
BD1214769 11.6 0 14.75 
BD1214770 7.8 0 9 
BD1214771 16 16.75 0 
BD1214772 23.3 0 0 
BD1214773 17.65 0 24.5 
BD1214774 17.15 11 0 
BD1214775 16.5 15.25 0 
BD1214776 14.75 0 23.5 
BD1214777 13.4 12.25 0 
BD1214778 16.05 13.75 0 
BD1214779 10.3 6.5 0 
BD1214780 10.45 0 15.75 
BD1214781 15.3 17.5 0 
BD1214782 19.55 0 18.75 
BD1214783 16.7 14.75 0 
BD1214784 14.4 0 22.75 
BD1214785 18.9 16.25 0 
BD1214786 14.2 11.75 0 
BD1214787 12.45 11 0 
BD1214788 10.95 0 17.5 
BD1214789 14.85 0 22.25 
BD1214790 11.15 14.5 0 
BD1214791 4.8 2 0 
BD1214792 11.95 0 16.75 
BD1214793 10.1 0 14 
BD1214794 14.6 14 0 
BD1214795 14.6 0 12 
BD1214796 15.1 9.25 16.25 
BD1214797 19.3 19.75 0 
BD1214798 16.9 13.25 0 
BD1214799 11.05 0 14.75 
BD1214800 18.8 19.25 0 
BD1214801 10.85 10.25 14 
BD1214802 18.65 0 19 
BD1214803 14.45 0 20.25 
BD1214804 10.7 0 12.5 
BD1214805 19.75 19.75 0 
BD1214806 18.05 18 0 
BD1214807 20.65 18.5 0 
BD1214808 21.35 0 15.75 
BD1214809 11.05 7.75 14 
BD1214810 12.25 0 25.5 
BD1214811 16.6 0 21 
BD1214812 15.6 0 15.25 
BD1214813 14.7 0 19.75 
BD1214814 14.45 0 15.75 
BD1214815 11.1 7.5 14.25 
BD1214816 15.95 0 14.75 
BD1214817 13.05 10.75 17.25 
BD1214818 15.6 19 0 
BD1214819 18.4 11.75 0 
BD1214820 6.25 10 7 
BD1214821 23.25 0 20.75 
BD1214822 15.6 0 22.75 
BD1214823 14.75 0 24.75 
BD1214824 16.05 0 16.5 
BD1214825 16.05 0 19.25 
BD1214826 13.35 0 20.5 
BD1214827 11.25 0 14.5 
BD1214828 13.95 0 17.5 
BD1214829 14 0 13 
BD1214830 11.3 10 14.25 
BD1214831 17.1 17 0 
BD1214832 11.8 0 5.75 
BD1214833 12.05 0 16.75 
BD1214834 17.9 0 19.25 
BD1214835 12.7 0 24 
BD1214836 8.15 0 11.25 
BD1214837 21.65 19 0 
BD1214838 15.3 0 18 
BD1214839 13.75 0 20.75 
BD1214840 22.85 0 21.75 
BD1214841 19.55 16.75 0 
BD1214842 7.8 8 0 
BD1214843 11.2 11.75 18 
BD1214844 19.6 18.25 0 
BD1214845 8.6 17.75 0 
BD1214846 14.65 9.25 14.5 
BD1214847 3 4 0 
BD1214848 8.2 8.25 14.5 
BD1214849 7 11.75 0 
BD1214850 20.8 16 0 
BD1214851 18 16 0 
BD1214852 17.65 0 19.75 
BD1214853 22.3 19.5 0 
BD1214854 17 0 23.25 
BD1214855 16.9 15 0 
BD1214856 14.15 0 16.5 
BD1214857 16.55 0 19.25 
BD1214858 22.4 0 19 
BD1214859 17.8 19.25 0 
BD1214860 11.6 10.25 16.75 
BD1214861 17.65 16.5 0 
BD1214862 13.9 0 20 
BD1214863 12.15 0 14 
BD1214864 16.35 8.75 0 
BD1214865 14.95 13 0 
BD1214866 19.15 16 0 
BD1214867 20.45 0 16 
BD1214868 14.55 10.5 18.5 
BD1214869 12.9 16 0 
BD1214870 4 0 12.75 
BD1214871 16.95 0 19.75 
BD1214872 13.45 0 15.25 
BD1214873 15.2 11.75 0 
BD1214874 15.2 15.25 0 
BD1214875 16.8 15.5 15 
BD1214876 10 0 14.75 
BD1214877 17.9 17.5 0 
BD1214878 18.55 16.25 0 
BD1214879 22.7 17 0 
BD1214880 12.3 13.75 0 
BD1214881 22.6 0 23 
BD1214882 9.85 0 18.5 
BD1214883 10.75 0 3.5 
BD1214884 17.45 0 21.25 
BD1214885 12.7 0 17.5 
BD1214886 17.6 18 0 
BD1214887 14.1 0 18 
BD1214888 19.05 14.25 0 
BD1214889 13.7 0 22 
BD1214890 20.7 13.75 0 
BD1214891 15.95 0 19.75 
BD1214892 21.7 14 0 
BD1214893 22.7 17.75 0 
BD1214894 16.4 16.25 24 
BD1214895 14.5 0 17.75 
BD1214896 16.4 9.75 21.75 
BD1214897 8.7 0 11.5 
BD1214898 21.05 20.25 0 
BD1214899 15.75 0 19.5 
BD1214900 12.3 0 19 
BD1214901 20 21.75 0 
BD1214902 13 0 17.5 
BD1214903 12.5 8 14.5 
BD1214904 19.65 16.75 0 
BD1214905 15.7 13 15.75 
BD1214906 2.9 0 5.25 
BD1214907 14.3 0 18 
BD1214908 14.65 0 18.5 
BD1214909 15.5 0 16 
BD1214910 13.45 11.75 21 
BD1214911 12.9 0 15.5 
BD1214912 4.4 0 2.75 
BD1214913 16.45 0 17 
BD1214914 18.45 19.5 0 
BD1214915 15.65 0 18.25 
BD1214916 23.7 0 13 
BD1214917 14.3 0 20.25 
BD1214918 17.85 3 0 
BD1214919 8.45 0 20.75 
BD1214920 16.85 11.75 22.5 
BD1214921 14.2 14.75 0 
BD1214922 19.25 19.5 18 
BD1214923 10.4 9.25 16 
BD1214924 14.95 8.25 20.75 
BD1214925 14.3 8.25 15.5 
BD1214926 10.15 0 14.25 
BD1214927 16.1 12.75 0 
BD1214928 14.75 0 14.75 
BD1214929 14.9 0 15.75 
BD1214930 17.9 0 18.75 
BD1214931 17.2 16.25 19.5 
BD1214932 16.55 0 18.75 
BD1214933 16.6 12.5 13.5 
BD1214934 10.6 0 14 
BD1214935 18.75 15.75 0 
BD1214936 10.85 0 17.25 
BD1214937 15.2 16 0 
BD1214938 12.3 7.5 16.25 
BD1214939 18.85 0 18 
BD1214940 15.15 12.75 13.5 
BD1214941 16.1 14.5 19.5 
BD1214942 17.5 16 19.75 
BD1214943 13.4 0 20.75 
BD1214944 15.9 15 18 
BD1214945 15.2 0 19 
BD1214946 20.4 19.25 0 
BD1214947 15.55 16 0 
BD1214948 9.4 0 16 
BD1214949 14.6 7.5 16.25 
BD1214950 20.2 19 0 
BD1214951 14.05 0 15.75 
BD1214952 11.2 0 18.75 
BD1214953 14.3 0 15 
BD1214954 20.3 0 23.75 
BD1214955 15.75 0 18.25 
BD1214956 16.5 18.75 0 
BD1214957 21.7 18.25 0 
BD1214958 16.4 0 17.25 
BD1214959 16.2 15 0 
BD1214960 17.25 11.25 0 
BD1214961 11.25 0 18.5 
BD1214962 13.45 0 19.75 
BD1214963 21.7 16.75 0 
BD1214964 21.45 18.25 0 
BD1214965 11.9 7.5 16.75 
BD1214966 19.15 0 18.25 
BD1214967 13 0 16.25 
BD1214968 25.55 14 0 
BD1214969 15.7 16 0 
BD1214970 14.8 0 22.25 
BD1214971 20.6 16.25 0 
BD1214972 14.2 12.5 18.5 
BD1214973 14.75 0 16.25 
BD1214974 11.95 0 15.25 
BD1214975 16.7 14 0 
BD1214976 14.3 11 16.5 
BD1214977 14.75 12 0 
BD1214978 19.95 13.75 0 
BD1214979 14.7 17 0 
BD1214980 12.2 0 16.5 
BD1214981 18.6 20.25 0 
BD1214982 10.9 0 14.75 
BD1214983 16.35 11.75 0 
BD1214984 21.25 16 0 
BD1214985 15 16.25 0 
BD1214986 18.75 18.25 0 
BD1214987 12.85 0 19.25 
BD1214988 23.5 18.25 0 
BD1214989 15.15 0 19.25 
BD1214990 16 18.5 0 
BD1214991 6.4 6.75 10.5 
BD1214992 16.45 15.5 0 
BD1214993 16.95 0 15.5 
BD1214994 13.6 0 18 
BD1214995 11.2 0 14.25 
BD1214996 12.1 0 16 
BD1214997 15.9 0 20.75 
BD1214998 13.9 0 16 
BD1214999 17.05 18.5 0 
BD1215000 20.9 0 22.25 
BD1215001 12.7 0 20 
BD1215002 16.35 17 0 
BD1215003 17.4 15.75 0 
BD1215004 17.3 0 14.5 
BD1215005 18.4 0 16.25 
BD1215006 18.3 21.25 0 
BD1215007 17.6 17.75 15.75 
BD1215008 13.45 0 19.75 
BD1215009 16.5 0 23.25 
BD1215010 18 15.5 0 
BD1215011 19.8 10.5 16 
BD1215012 18.5 17.75 0 
BD1215013 18.2 14.25 18.5 
BD1215014 18.2 0 20.75 
BD1215015 18.55 14.75 0 
BD1215016 11.75 0 15 
BD1215017 14.3 0 14.25 
BD1215018 16.65 0 16.75 
BD1215019 14.95 0 20.25 
BD1215020 14.45 15.25 0 
BD1215021 20 0 19.75 
BD1215022 13.9 0 16.75 
BD1215023 15.3 15 0 
BD1215024 17.4 11.25 0 
BD1215025 12.65 0 17.75 
BD1215026 18.05 12.5 0 
BD1215027 17.5 0 20 
BD1215028 14.05 12.25 16.5 
BD1215029 19.1 18 0 
BD1215030 12.45 13.25 0 
BD1215031 9.55 0 15.25 
BD1215032 10.85 0 18.5 
BD1215033 17.45 19.75 0 
BD1215034 9.25 0 13 
BD1215035 11.45 10 14 
BD1215036 19.85 16.75 0 
BD1215037 13.85 0 22.25 
BD1215038 16.6 0 20.5 
BD1215039 19.7 17.5 0 
BD1215040 11.35 0 13.5 
BD1215041 13.1 10 17.25 
BD1215042 13.8 9 14.5 
BD1215043 5.85 0 10.25 
BD1215044 16.65 0 19.75 
BD1215045 15.6 14 0 
BD1215046 14.6 0 17.25 
BD1215047 21.55 21.25 0 
BD1215048 20.7 18.5 0 
BD1215049 11.1 9.25 18.25 
BD1215050 11.9 0 14.25 
BD1215051 14.8 0 18 
BD1215052 19.9 14.75 0 
BD1215053 13.2 11.25 0 
BD1215054 16.6 15.75 0 
BD1215055 12.5 0 15.25 
BD1215056 21.5 19 0 
BD1215057 16.1 0 17.25 
BD1215058 19.6 13.5 0 
BD1215059 16.6 0 17.5 
BD1215060 17.4 10.5 22 
BD1215061 12 0 17.5 
BD1215062 19.6 17 0 
BD1215063 13.6 7.75 17.75 
BD1215064 10.7 0 16.5 
BD1215065 15.05 0 17.75 
BD1215066 14.95 16.25 0 
BD1215067 23.3 14.25 0 
BD1215068 18.85 0 21.25 
BD1215069 17.2 0 18.75 
BD1215070 18.7 17.75 0 
BD1215071 18.05 0 20.75 
BD1215072 10.7 0 13.25 
BD1215073 19.05 0 19.75 
BD1215074 16.1 16.5 0 
BD1215075 18.8 19.75 0 
BD1215076 9.65 0 11.75 
BD1215077 18.15 14.75 0 
BD1215078 14.75 13.25 0 
BD1215079 16.6 14.25 0 
BD1215080 12.6 11.75 17.5 
BD1215081 15.65 17.75 0 
BD1215082 14.2 0 16.5 
BD1215083 12.45 0 21 
BD1215084 16.15 0 19.75 
BD1215085 14.2 0 19 
BD1215086 16.65 0 17.75 
BD1215087 8.4 0 16.75 
BD1215088 23.95 17 18.5 
BD1215089 13.2 13.75 17.75 
BD1215090 17.5 0 16.5 
BD1215091 18.75 13.25 0 
BD1215092 22.5 16.5 0 
BD1215093 18.1 13.25 20.5 
BD1215094 16.1 24.25 0 
BD1215095 17.05 13 0 
BD1215096 11.45 0 14.75 
BD1215097 17.7 18 0 
BD1215098 20.2 19.75 0 
BD1215099 9.35 9.75 8.25 
BD1215100 16.75 13.75 0 
BD1215101 17.6 16.75 0 
BD1215102 3.2 6.75 0 
BD1215103 23.5 0 23.75 
BD1215104 14.85 0 15.5 
BD1215105 18.75 14 0 
BD1215106 13.1 10 18.75 
BD1215107 18.05 14.25 0 
BD1215108 15.8 13 0 
BD1215109 18.55 18 0 
BD1215110 12.85 10.75 16.5 
BD1215111 16 0 16.5 
BD1215112 15.85 8.75 22.25 
BD1215113 14.85 0 17.5 
BD1215114 11.05 0 13.25 
BD1215115 9.85 0 12 
BD1215116 19.3 0 21.75 
BD1215117 12.9 0 19.25 
BD1215118 15.95 12.5 0 
BD1215119 15.55 17.75 0 
BD1215120 16.85 0 25 
BD1215121 12.35 13 0 
BD1215122 15.6 16.75 0 
BD1215123 19.35 0 19.75 
BD1215124 18.1 15 0 
BD1215125 14.8 0 13 
BD1215126 17.45 17 0 
BD1215127 9.35 0 16.75 
BD1215128 19.45 12.75 20.5 
BD1215129 21.45 15.25 0 
BD1215130 19.6 14.25 0 
BD1215131 17.25 0 16.25 
